review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment
2 times bad customer service,negative,"['2', 'times', 'bad', 'customer', 'service']",2 time bad customer service,"[ 9.7157917e-04  3.2532760e-03 -4.4080331e-03 -2.9677313e-03
 -3.0379744e-07 -1.0802571e-03  1.2258847e-03 -2.9647854e-04
 -6.3025940e-04  2.0681708e-03  7.4933097e-04 -2.6183138e-03
 -3.4955379e-03 -1.6451628e-05 -1.1670617e-03 -4.4266223e-03
 -4.0017349e-05  1.0411363e-03 -2.0609349e-04 -6.3139210e-03
  2.4813316e-03 -4.3085054e-03  2.5309960e-03  1.2620343e-04
 -3.0498959e-03 -1.6772337e-03  1.1225302e-03 -4.9534445e-03
 -4.6047866e-03 -1.4890163e-03  1.7207759e-03 -2.3567941e-04
  1.4808204e-03 -4.2214142e-03  1.3524417e-03  7.4518655e-05
  7.6857663e-04  2.7886238e-03 -2.3190971e-03 -2.0159660e-03
  3.3522695e-03 -1.0296904e-03 -2.1436654e-03  2.6529380e-03
  2.8460610e-03 -3.3778101e-03 -4.1237209e-04  1.2171149e-03
  4.3587438e-03  1.2411881e-03 -1.7596383e-03  3.7423042e-03
 -1.0707543e-03  8.6542900e-04  2.2301451e-06 -1.8176294e-03
 -4.8814705e-04 -1.2296301e-03  1.8354466e-03 -2.3814701e-03
  2.5723851e-03 -8.4299163e-04 -2.4853912e-03 -2.5863438e-03
 -2.6118071e-03  8.8358158e-04  5.1388303e-03  3.2112747e-03
 -7.2729574e-03  3.7699976e-04 -3.2877796e-03 -4.9932860e-06
  5.7590479e-04  3.2940987e-03  2.7616646e-03  4.7193123e-03
 -1.3318711e-03  3.6494776e-03 -2.5771733e-03  1.0786045e-03
 -4.3207756e-03  1.6153834e-03 -2.4406984e-04 -8.3804439e-04
 -3.2496452e-04 -4.6343622e-03 -2.8883584e-03  1.3923764e-03
  2.6540582e-03  3.1030846e-03  2.1815798e-03  2.3801925e-03
 -9.6504204e-04 -5.6560367e-04  2.3597251e-03  2.3541353e-03
  3.5640984e-03  3.6341238e-03 -2.4196759e-03  7.9765788e-04]",positive
nicest chinese restaurant,positive,"['nicest', 'chinese', 'restaurant']",nicest chinese restaurant,"[-1.0473254e-03  5.9653311e-03  1.2429820e-04  2.3339984e-04
 -2.1771202e-03  2.3929479e-03  9.2193363e-03 -1.6588602e-03
  3.6016619e-04 -2.9769400e-03  8.4897288e-04 -4.9831118e-03
 -3.9162491e-03  5.4709748e-03  3.5211837e-03  2.1821158e-03
  5.5444305e-04 -2.4632334e-03 -1.6356950e-03 -2.6761114e-03
  3.2199121e-03  2.8197069e-03 -5.6306124e-03  2.0838033e-03
 -3.7293623e-03 -1.8078308e-03 -3.9851079e-03 -4.7206581e-03
  4.6340381e-03  8.0792262e-04 -5.3218875e-05 -1.3031419e-03
 -2.3383514e-03 -8.6364416e-05 -2.3372460e-03  4.2788112e-03
 -1.9306522e-03 -6.1288481e-03  1.5215703e-03 -3.3153596e-03
  3.0799591e-04  4.1876887e-03  1.9675794e-03  6.8185194e-03
 -5.3161043e-03  2.4894280e-03  2.4651305e-03 -9.2354916e-05
 -2.4512471e-04  1.5769354e-03 -3.2773914e-03 -3.8513856e-03
 -2.3327486e-03 -2.4785129e-03 -7.3078940e-05  7.1214787e-03
 -2.8555382e-03 -2.0111958e-03  2.5819435e-03  6.0154330e-03
 -2.2355097e-03  1.0246228e-03  4.2594564e-03 -2.5956195e-03
  3.6587080e-03  1.2597918e-03 -1.0482543e-03 -2.7355540e-03
 -1.6315258e-03 -2.0590245e-03 -1.2425147e-04 -4.2031263e-03
  1.7681950e-03 -2.8030716e-03  1.2098557e-03 -4.4605616e-03
  5.3368695e-03 -1.1260066e-03 -6.5650851e-03 -3.9655380e-03
 -4.4328016e-03 -1.9785145e-03 -5.2687799e-05 -2.7777248e-03
  1.7938933e-04 -5.2285573e-04  6.2670553e-04  7.2203547e-04
 -2.9247887e-03 -7.2747576e-03 -1.3632589e-03  2.4499192e-03
 -2.7763676e-03  1.1196461e-03 -6.3266191e-03 -5.8069867e-03
 -1.0364450e-03  3.2801020e-03 -9.9512143e-04  1.4103514e-04]",positive
furthermore cannot even find hours operation website,negative,"['furthermore', 'can', 'not', 'even', 'find', 'hours', 'operation', 'website']",furthermore can not even find hour operation website,"[-1.5519462e-03  2.1712277e-03  1.6723797e-04  3.5715636e-03
 -3.5191462e-03 -2.6228772e-03  3.0615130e-03  4.9706041e-03
  1.6260997e-04 -3.3784928e-03 -8.0405507e-04 -4.8580552e-03
 -2.6111340e-03  3.3998792e-04 -1.5913125e-03 -6.0327989e-03
 -3.3093302e-04 -2.5141544e-03  3.5823963e-03 -2.5665259e-03
  7.0249802e-03  2.1769700e-03  6.6228298e-04 -3.5618874e-04
  2.2172160e-03 -2.4346213e-03  1.9527775e-04  9.5232995e-04
 -2.2729805e-03 -3.8825502e-03  6.6019502e-04 -6.1064499e-04
  1.5876684e-03 -2.7829111e-03 -3.4696511e-03 -2.0306641e-03
  7.0165866e-04  2.5797906e-04 -4.7106897e-03 -3.0279381e-03
 -1.1280272e-03  2.2619586e-03 -1.6465448e-03  2.5144930e-03
 -8.7781664e-04 -2.8352670e-03 -1.9773568e-03 -5.4078159e-04
  6.9905620e-04  3.1400507e-04 -3.2365171e-04 -4.5061996e-04
  1.2049559e-03 -2.4668544e-03 -4.4836360e-03 -1.4608159e-03
  2.2359388e-03 -4.9908957e-03 -4.3161791e-03  1.3567584e-03
  4.4436764e-04  5.4505595e-04 -2.8381729e-03 -5.4533780e-04
 -2.3284135e-03  3.6214604e-03 -5.9035118e-04  3.2526283e-03
 -2.0031666e-03  1.0782251e-03  5.0216622e-04 -9.2765782e-05
  1.9526095e-03  2.1645660e-03  4.8635481e-03  1.9958792e-03
  2.4192962e-03  1.9778125e-04 -5.5443915e-03 -2.7531707e-03
 -2.1608290e-03 -1.0016374e-03  2.2453023e-06  3.8505308e-03
  1.5314543e-03  1.9628706e-03  1.0650883e-03 -1.7556078e-03
  1.0291880e-03  6.0099305e-04  2.3336938e-04  3.2059403e-04
  3.3408054e-03  2.2251166e-03  5.9665344e-03  2.9685330e-03
 -8.4080279e-04 -8.9738681e-04  1.2756423e-03  4.9691938e-04]",positive
great food,positive,"['great', 'food']",great food,"[-1.0492908e-02  4.6347221e-03  1.8895280e-03 -1.1466604e-03
 -1.1551618e-03 -8.4109111e-03  3.8113827e-03  9.4108526e-03
 -6.5891761e-03 -8.2563534e-03 -3.0506745e-03 -8.5143000e-03
 -7.1819783e-03 -3.8191816e-04  5.7855214e-04 -3.0176851e-03
  1.1417628e-03 -2.0493234e-03 -3.2179109e-03 -5.8538318e-03
 -1.7546185e-03 -2.4972379e-03  9.8861558e-03 -3.2861833e-03
 -4.7904113e-04 -8.6838764e-04 -3.2733048e-03 -3.3225059e-03
 -1.7158603e-03  7.0588095e-03  1.0571051e-02 -5.5943727e-03
 -2.1516262e-03 -8.4842024e-03  1.3548930e-03  9.1257198e-03
  5.5382438e-03  3.9029932e-03  6.6650636e-03 -1.7770913e-03
  9.5426124e-03 -9.1985567e-03 -9.6951071e-03 -1.2713390e-03
 -3.5685016e-04  9.1322348e-04  4.8063928e-04  2.6513971e-03
  1.9675866e-03  1.0311163e-03  6.5391888e-03 -1.0942689e-02
  2.7185085e-03  5.5814087e-03 -7.2536971e-03  6.9373432e-03
  1.0925060e-02 -6.7713554e-04 -5.9306892e-03  1.6994544e-03
  4.0832348e-04  2.3456919e-03  1.8034826e-03 -7.1609314e-03
  1.0531794e-03  6.2671588e-03  5.5077760e-03  6.0958392e-04
 -2.0433306e-03  1.6692712e-03 -2.3513760e-03 -6.8311533e-04
  9.7556096e-03  5.3293756e-03  2.7929302e-03  2.1776534e-03
 -8.1673022e-03 -5.7851803e-04  8.9621299e-04 -5.2834512e-05
 -2.1092128e-03 -1.3077580e-03  2.7350243e-03 -4.0957378e-03
  5.6533958e-05 -4.5244726e-03 -2.1095271e-03  2.3877451e-03
  3.6926181e-03 -2.5444303e-04  8.4978566e-03  5.0696479e-03
 -2.6916873e-03 -4.5477268e-03  7.1085850e-03  5.5573322e-03
  2.8395376e-03 -8.3112903e-03 -1.9877795e-03 -1.6566073e-03]",positive
ambiance not feel like buffet setting douchey indoor garden tea biscuits,negative,"['ambiance', 'not', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuits']",ambiance not feel like buffet setting douchey indoor garden tea biscuit,"[ 7.1977352e-05  8.9553895e-04  2.9926195e-03  4.4745873e-03
 -3.4395689e-05 -5.9495228e-03  2.2920782e-03  3.3394808e-03
 -2.7980448e-03 -2.3732602e-03 -5.3228339e-04 -2.1744608e-04
 -1.0037086e-03 -1.9576294e-04 -8.7038311e-04 -5.9031113e-04
 -6.4499158e-04 -3.2681532e-03 -1.4131708e-03 -4.6910634e-03
  1.1082363e-03  3.1185225e-03 -2.8534890e-03 -3.1250843e-03
 -9.2927716e-04  1.0749520e-03 -1.6182383e-03 -2.1037715e-03
 -4.9949461e-03  2.9933385e-03  7.1837654e-04 -9.5816165e-07
  2.3964441e-03 -3.5609319e-03 -2.3742029e-03 -3.5504223e-04
  2.5587267e-04 -7.5032504e-04 -8.3682075e-04 -1.4367310e-03
  1.2053461e-03 -1.6269968e-03 -3.6312916e-04  2.0349917e-03
  4.2300541e-03 -1.8787867e-03 -5.6448830e-03  6.9573370e-04
  1.9261851e-04  2.2573580e-03 -4.4299555e-03 -4.4498339e-04
 -2.8396578e-04  1.3460395e-03  1.2234494e-03 -5.8785463e-05
  1.0658498e-03 -2.3877763e-03 -3.0212330e-03  5.3307111e-04
  7.7809882e-06 -1.8915683e-03  3.9164536e-04 -8.0982526e-04
 -3.3944496e-03  2.1524762e-03 -2.8815472e-05  2.8274714e-03
  2.0961196e-03  4.1292747e-04  1.2342210e-03  2.1355913e-03
  9.7155751e-04  1.2637869e-03  1.8001682e-04  2.6428925e-03
  8.1873289e-04 -1.4475845e-03 -9.5246040e-04 -1.1342224e-03
  6.0829479e-04  4.6397865e-04 -3.5390139e-03  3.7999577e-03
 -5.4405595e-04  2.2467265e-03 -1.9570349e-03  1.9732220e-03
  3.2803416e-03  1.7333184e-03 -1.6454776e-05 -6.2104041e-04
 -5.1777937e-05  4.0828716e-03  4.8170830e-03  6.5092481e-04
  6.3481298e-04 -5.0994416e-04  1.6583501e-03  2.0327292e-04]",positive
sorry not getting food anytime soon,negative,"['sorry', 'not', 'getting', 'food', 'anytime', 'soon']",sorry not getting food anytime soon,"[-1.5241810e-03  1.1243018e-03  3.0209876e-03  2.3273809e-03
  8.7181885e-05 -6.2170229e-03  5.0266469e-03  4.8296521e-03
 -2.5604188e-03 -1.5196236e-03  5.0569531e-03 -2.8935391e-03
 -8.0788927e-03  6.0836957e-03  2.6395421e-03  2.2876663e-03
 -3.8522380e-04 -4.4341641e-03 -3.1691305e-03 -4.5782495e-03
  2.6739489e-03  2.5017382e-04  3.6854837e-03 -2.4910683e-03
  2.2569033e-03 -4.0612728e-04 -2.5140755e-03  4.2859134e-03
 -3.0132646e-03 -7.3548424e-04  4.9616466e-03 -1.7852512e-03
  3.2104317e-03 -2.3102399e-03 -1.1904982e-03  9.3166152e-04
  1.1938195e-03 -2.1077569e-03 -1.6487966e-03 -1.6772418e-03
 -1.5500510e-03 -8.1238184e-05 -4.0165414e-03  1.4485099e-03
  2.0255863e-04  1.5468026e-05 -1.4260974e-03  3.4534447e-03
  1.9464070e-03  5.2007632e-03 -1.2313463e-03  6.5672118e-04
 -1.9468231e-03  1.1471601e-03 -1.0361369e-03  1.8681959e-03
  5.9179985e-03  3.5589493e-03 -4.8100078e-03  1.8681240e-03
 -6.0885452e-04  2.0198580e-03 -3.7149396e-03 -9.2203281e-04
 -3.7466828e-03  4.9141068e-03  4.0559615e-03  3.9234818e-03
  1.0814847e-03  5.0652712e-03  2.1033983e-04 -9.5773122e-04
  3.0789173e-03  1.9753131e-03  2.6022142e-03 -1.6365362e-03
  2.0556699e-03 -2.8163677e-03 -1.5937723e-03 -4.6145529e-03
 -2.0840622e-03  6.5245148e-04 -1.2729748e-04 -1.1357525e-04
 -2.5253932e-03  1.1244580e-03  1.5256288e-03 -1.0241674e-03
  2.1134026e-03 -2.4087436e-03  3.9468785e-03  8.6558727e-04
 -1.0611434e-03 -7.0749660e-04  6.3697989e-03  6.6802888e-03
  4.5219940e-04 -2.5704002e-03 -8.8496326e-04  2.5444445e-03]",positive
avoid establishment,negative,"['avoid', 'establishment']",avoid establishment,"[ 6.0588866e-04 -4.6107084e-03  3.2737115e-03 -2.0201229e-03
 -2.7697375e-03  6.1220550e-03 -3.8360145e-03  2.0941116e-03
 -2.8899780e-03  3.5723944e-03 -7.8597516e-03 -7.1740309e-03
  8.0693245e-04 -7.5946952e-04  2.1776664e-03  4.9730982e-03
  3.3535063e-03 -1.0568190e-03  2.8808285e-03  5.1267422e-04
 -3.1320984e-03 -2.8122347e-03 -2.2858009e-03  7.0301490e-04
  3.1014585e-03 -5.5647688e-03 -8.8358605e-03  3.5005875e-03
  2.2375179e-03  6.5814133e-04 -2.0568538e-04  6.2126918e-03
  3.8363365e-03 -8.2532124e-04  3.3301299e-03 -6.6523859e-04
  5.7369722e-03 -6.7720120e-04  1.9735454e-03 -4.6766754e-03
 -7.8906771e-03 -6.3539012e-03  3.0447394e-03  1.4332721e-03
 -7.9520894e-03  2.5154469e-03 -3.9763148e-03  3.4417869e-03
 -2.7116654e-03 -6.9224341e-03  5.1519694e-03 -8.8646943e-03
  5.8619911e-04  2.6749179e-03  6.1632204e-03  4.9212067e-03
  5.6563509e-03  1.2719843e-03 -5.7711229e-03  3.5431911e-04
 -4.1456288e-03  8.1351558e-03 -6.5673841e-04  6.7658992e-03
 -2.7021519e-03  5.9216889e-03  7.7289757e-03  9.9877827e-04
 -4.5952094e-03  6.0433494e-03 -3.9906395e-03 -1.0087974e-03
 -5.7439534e-03  3.4103673e-03 -1.2525998e-03  2.3660436e-04
 -4.0598959e-04  5.5076517e-03  5.6845150e-03 -2.0947924e-03
 -3.3920046e-03 -4.0537510e-03  5.8876257e-03  1.2130965e-03
  3.3907769e-03  3.9246813e-03 -4.9329060e-03 -4.8896493e-03
  3.3611553e-03 -8.1534833e-03  7.1986401e-03 -5.9170648e-04
  1.4420028e-03 -9.4159739e-05  4.3342281e-03 -4.2045983e-03
 -7.6715602e-04 -6.0741766e-03  5.2073058e-03 -3.2893063e-03]",positive
enjoy pizza brunch,positive,"['enjoy', 'pizza', 'brunch']",enjoy pizza brunch,"[ 2.0901028e-03 -4.2046033e-04 -4.3767197e-03  2.3296385e-03
  7.7512734e-05 -3.9847792e-04  2.1531784e-03 -1.6498895e-03
 -3.1538261e-03  7.8016198e-03 -4.1417046e-03 -3.4924035e-03
 -1.2282372e-03  8.7959989e-04 -2.6768334e-03 -1.5818760e-03
  2.8126000e-03 -6.6095144e-03  2.2318377e-04 -1.4338592e-03
  6.9568460e-03  4.2486913e-03  5.2024671e-03  1.0310070e-03
 -1.9886203e-03 -4.4595902e-03 -1.8774718e-04 -7.5406086e-07
  4.4339425e-03 -2.2907413e-03  8.7526474e-05 -4.2063673e-04
 -1.4427014e-03 -1.5322539e-03 -1.2416635e-03 -9.2151888e-05
 -6.8493984e-03 -4.1893744e-03  3.5422759e-03 -2.0271970e-03
  2.2858540e-03 -4.4929977e-03  6.0971640e-04  4.4110105e-03
 -6.1270907e-03  9.0991490e-04 -9.1591263e-03 -3.7052669e-05
 -3.2617585e-04 -3.0049330e-03 -1.2982878e-03 -4.2163781e-03
 -1.7019152e-04 -2.2711002e-03  1.4665459e-03 -4.4691958e-04
  1.0945387e-03 -2.7661894e-03 -4.5489506e-03 -2.0345813e-04
  4.7884206e-03 -3.3991365e-04 -2.8968386e-03 -2.3025994e-03
 -1.3033603e-03  1.5321886e-05  1.3278109e-03  3.5066183e-03
 -2.8370637e-03  1.8969364e-04 -2.3889819e-03  8.4559433e-06
 -9.1873296e-04  2.4676928e-03 -9.9008903e-06 -1.2279828e-03
  4.7612512e-03 -2.6342981e-03 -5.2205450e-03  1.6934650e-04
 -1.7173955e-03 -3.4103883e-04 -4.4979570e-03  1.7422361e-04
 -7.3676412e-03 -6.7167729e-03 -5.4616989e-03 -6.4948532e-03
  3.7942283e-04 -1.6779121e-03  7.1529084e-04 -3.3490749e-03
 -1.3680430e-05  6.7344215e-04  6.6654957e-03 -1.1840538e-03
  4.2414819e-03 -9.2779967e-04 -4.2917351e-03 -2.2989225e-03]",positive
lobster bisque bussell sprouts risotto filet needed salt pepperand course none tables,negative,"['lobster', 'bisque', 'bussell', 'sprouts', 'risotto', 'filet', 'needed', 'salt', 'pepperand', 'course', 'none', 'tables']",lobster bisque bussell sprout risotto filet needed salt pepperand course none table,"[-2.8575075e-04 -1.0513590e-03  1.5429544e-03  1.9641209e-03
 -2.6578724e-03 -8.7016524e-04 -7.1050087e-04  6.3529389e-04
 -2.2748576e-03 -4.6247325e-04 -1.1234240e-03  1.5094898e-03
  1.6569868e-03  1.7362776e-03  1.3225027e-03 -3.0242868e-03
 -3.0501280e-05  1.4537419e-03  2.0859248e-03 -3.2146108e-05
  1.5279051e-03 -2.2701228e-03 -1.8124647e-03  1.0794235e-03
  1.4000959e-03  8.8074943e-04  2.4582972e-04  5.0416280e-04
 -4.0175740e-04 -1.7134529e-03  1.7759745e-03  6.0335465e-04
 -4.0985378e-03  1.0936918e-03  7.5164251e-05  1.1804599e-03
 -4.1949432e-04 -1.7205218e-04 -3.0874414e-04 -2.0333400e-03
  9.4311958e-04 -1.4008391e-03 -4.5715878e-04 -2.8691383e-03
 -3.2090293e-03 -1.5973557e-03 -4.7654088e-04  5.6427921e-04
 -1.5070284e-03  8.9089699e-05 -1.3037832e-03  2.7268097e-05
 -4.5781385e-04 -3.8319577e-03 -1.9916070e-03 -2.1748350e-03
 -7.7368127e-04  2.3263944e-03 -1.3850074e-03  9.1362832e-04
 -2.4033107e-03  2.0553835e-03 -2.8805838e-03  3.6773982e-03
  1.1320253e-03 -1.6702618e-03  6.0987961e-04 -1.4441333e-03
  2.2710632e-03 -1.4137026e-03 -7.1231305e-04  1.4471166e-03
  6.2284991e-05  2.2269997e-03 -6.4265000e-04 -2.5873932e-03
  1.3958464e-03 -3.3665402e-04  6.6147977e-04 -2.5790632e-03
  2.1322917e-03  2.6574081e-03 -1.0196693e-03  3.8249756e-04
 -2.8780575e-03  1.0420673e-03 -2.2602857e-03  4.3949494e-04
 -9.7015843e-04  3.0504065e-03  1.4582790e-03  1.6966608e-03
 -1.1510686e-03  8.1257493e-04 -8.0711022e-04 -2.4532434e-03
  3.0089275e-03 -2.7411703e-03 -3.6390305e-03 -2.8966411e-04]",positive
kids play area nasty,negative,"['kids', 'play', 'area', 'nasty']",kid play area nasty,"[-1.5441615e-03  1.0300267e-03  1.6490852e-03  4.8682385e-04
  4.8494856e-03 -3.9248434e-03 -8.8112277e-04  4.7841836e-03
 -8.2313903e-03 -4.9923998e-03 -2.3420222e-04  3.6021252e-03
 -2.9528844e-03  3.5217619e-03  3.7749517e-03  2.2655260e-03
 -4.5184935e-03  2.9996310e-03 -2.0886431e-03  4.8233988e-04
  2.8874339e-03  1.2274638e-03 -3.3062329e-03  4.4135252e-04
  4.3389909e-03  9.2418678e-04  1.4609920e-03  2.4354452e-04
 -4.3358552e-04  9.6570974e-04  1.4262600e-03 -2.5394410e-03
 -6.5896404e-04 -1.9074560e-03  2.3934208e-03 -2.5848085e-03
 -8.0405956e-04  3.6073336e-03  2.4048062e-03 -8.0875930e-04
 -1.5785533e-03  1.4985726e-03 -3.6888718e-04 -4.1331031e-04
  1.2008965e-03  1.9304843e-03  1.1017629e-03  2.5374782e-03
 -1.1378685e-03  1.8679698e-03  2.2019420e-03 -1.2628054e-03
  2.4771324e-04 -3.8810617e-03 -1.2524216e-04  3.7874531e-03
 -2.3147878e-03  1.3457561e-03 -2.6906072e-03  1.1391072e-03
 -2.1422175e-03 -3.4165563e-04 -5.1315241e-03 -5.4149888e-03
  1.5918097e-03 -1.4585698e-03  3.0970625e-03  5.2713552e-03
 -2.5527433e-03  1.3962907e-03 -4.4079893e-03 -5.4676714e-03
  9.3191862e-05 -2.9702445e-03  6.8625354e-04  7.8192726e-04
 -6.2918419e-04 -1.9582922e-03 -2.9218481e-03  3.4937831e-03
 -2.2639823e-03 -2.4826205e-03  1.7025613e-04  5.3963419e-03
  1.7223298e-03 -1.0210348e-03  3.0440086e-04 -4.6389093e-04
 -2.2709132e-03  2.4497728e-03 -2.7618161e-04  1.3486816e-03
  3.8734404e-04 -2.3468970e-03  3.2597075e-03  2.5016384e-03
  2.1248804e-03 -2.5936509e-03 -4.0126377e-04  2.6668955e-03]",positive
drive thru means not want wait around half hour food somehow end going make us wait wait,negative,"['drive', 'thru', 'means', 'not', 'want', 'wait', 'around', 'half', 'hour', 'food', 'somehow', 'end', 'going', 'make', 'us', 'wait', 'wait']",drive thru mean not want wait around half hour food somehow end going make u wait wait,"[-1.2132438e-03 -4.0322626e-05 -5.7879154e-04  1.2765317e-03
  3.6972426e-04 -5.2290657e-03  1.7269427e-04  7.4201059e-03
 -1.4251438e-03 -1.8825057e-03 -1.9517390e-03 -3.0397677e-03
 -2.3603037e-03 -5.0392322e-04  2.0255595e-03 -7.8872009e-04
  1.1085260e-04  2.4686859e-04  2.6809343e-04 -2.6612608e-03
  2.7237344e-03  8.4285316e-04  5.6142872e-04 -2.3259667e-03
 -4.3899118e-04  2.8087371e-03 -4.2471047e-03  1.6639846e-03
 -1.0386832e-03  1.3334419e-03  2.8937808e-03 -2.2512038e-04
  4.1526309e-04 -2.8729623e-03  5.5335579e-04  2.1022356e-03
 -8.1750673e-05  3.5812403e-04 -3.4218300e-03 -2.0341142e-03
 -1.5983174e-03 -1.5897740e-03 -3.4286806e-03 -1.3572893e-03
  2.3668373e-03 -8.7440806e-04 -2.1741290e-03 -2.1496287e-03
  2.2362371e-03 -1.2018997e-04  1.8413129e-03 -1.2229261e-03
 -9.9068042e-04 -3.2254222e-05  6.9573630e-06  6.9046224e-04
  3.1916841e-03  2.7612976e-03 -1.5382201e-03  5.1231892e-03
  4.3765176e-04 -1.1695263e-03 -2.1884928e-03 -4.2822361e-03
 -4.4090880e-04  9.3101960e-04  1.4136140e-03  1.0420913e-03
  4.1335984e-04  2.2136981e-03 -3.3730066e-03  1.0265484e-04
  1.3692210e-03 -2.2661213e-03  3.1923081e-03 -7.5362646e-04
 -6.9540303e-04  1.4225645e-03 -1.5918979e-03 -5.0336395e-05
 -3.3802325e-03  1.5131151e-03 -1.3368259e-03  2.8476838e-03
 -3.1196289e-03  1.1258854e-03  6.1871845e-04  1.3704931e-03
  5.9873360e-04 -2.6096350e-03  3.7230710e-03  6.2277401e-04
  1.5166301e-03  3.0458632e-06  2.2567138e-03  3.9785024e-04
 -5.7793630e-04 -8.3911896e-04 -2.4639480e-03  1.4077908e-03]",positive
price think place would much rather gone,negative,"['price', 'think', 'place', 'would', 'much', 'rather', 'gone']",price think place would much rather gone,"[ 2.3578026e-03  9.1903034e-04 -4.1355830e-04  5.1815296e-05
 -2.4790684e-04 -2.7424872e-03 -3.3382443e-05  1.3977200e-03
 -2.9571063e-03 -3.4452192e-03 -5.3214858e-04  1.6410412e-03
  2.2202185e-03  2.5227137e-03  4.0744776e-03 -3.5485660e-03
  8.5223219e-05  1.6673494e-03 -1.3679822e-03 -4.9940338e-03
  1.4431973e-03  6.5084681e-04  2.0280683e-04 -5.9461524e-03
 -3.4688623e-03 -4.5480044e-03  7.0442457e-04  9.0005976e-04
 -1.4136712e-03  3.7692972e-03  4.1047526e-03 -1.6384803e-03
 -1.6325848e-03  1.1207480e-03 -1.2459293e-03  5.0700447e-03
 -4.9280119e-03 -4.6058747e-04 -3.9929738e-03 -2.2758762e-03
 -3.4178144e-03  4.1682128e-04 -2.2024063e-04  3.9719800e-03
 -9.5383375e-04  9.4750948e-04  1.7797641e-04 -3.0108899e-04
  1.5161008e-03 -1.3309291e-03  4.4078965e-04 -4.4986010e-03
 -2.5932917e-03 -1.5252052e-03 -2.9487836e-03  1.3001777e-03
 -1.1995605e-03  4.2396421e-03 -4.1732304e-03 -2.8516017e-03
 -1.4584335e-03  7.6017051e-04 -1.4760254e-03  1.1267873e-03
 -5.6520244e-03  6.6926056e-03  4.4959695e-03  1.1843421e-03
 -4.4862381e-03  3.9865961e-03 -1.5862541e-03 -3.2064246e-04
  3.0429997e-03 -1.6271642e-03  2.3430153e-03  2.3097165e-03
  2.4335955e-03 -1.0865532e-03 -2.6658934e-03 -8.7561004e-04
 -2.4123306e-03 -6.5394636e-04 -6.3104159e-03  3.9611999e-03
  3.0779946e-03 -1.4280325e-03 -3.0779061e-03 -2.4509754e-03
  4.4292626e-03  3.9287866e-03  2.4282255e-03  2.5973839e-03
 -1.3603963e-03  4.1316781e-04  2.0118314e-03 -2.2380683e-03
 -1.0613018e-03 -2.1110666e-04 -6.1356189e-04 -6.8363766e-03]",positive
service beyond bad,negative,"['service', 'beyond', 'bad']",service beyond bad,"[ 2.0782417e-04  4.3614577e-03 -7.7171549e-03 -3.3117933e-03
 -2.0832338e-03  8.4432388e-05  6.2550404e-03  4.1400692e-03
  2.6461165e-03  6.4882915e-04 -1.6520042e-03 -3.8564785e-03
 -3.3983691e-03 -1.2371972e-03  5.9377687e-04  1.5448456e-03
 -4.1700392e-03  4.6788375e-03  3.7169009e-03 -2.4029377e-03
 -2.8427581e-03 -8.9267539e-03 -1.0771579e-03  1.6222360e-03
 -1.1356524e-03  2.5273205e-03  5.1624298e-05 -1.9969065e-03
 -2.4492743e-03 -4.6273865e-04  1.6196957e-04 -3.7076275e-04
  5.3339489e-03 -7.4375034e-03  2.7321014e-04  3.3849068e-03
  3.6941003e-03  1.8641980e-03 -3.7621858e-03 -1.5567206e-03
  8.2672574e-04 -1.7135963e-04 -7.7180412e-05  1.5327189e-03
  4.2867581e-03 -2.8716391e-03  2.4861819e-04  2.9087316e-03
  4.9135778e-03  2.5508560e-03 -1.2246975e-03  3.9416482e-03
 -2.0200440e-03 -3.1881195e-03  5.5777567e-04 -8.1103267e-03
 -3.2992137e-03 -1.4665136e-03  1.1363219e-03 -6.5176436e-03
 -1.6956651e-03 -4.5691892e-03 -5.7649938e-04  1.7059180e-03
 -3.8009833e-03  3.3430336e-04  2.4310097e-03  7.6983389e-03
 -4.6624104e-04  5.8434941e-03 -2.5785335e-03  4.8049646e-03
 -6.6729495e-04  2.8024360e-03  6.2704622e-03  5.0357725e-03
  2.6153370e-03  2.8479022e-03  7.4475966e-03 -2.7994856e-03
 -3.0906585e-03 -7.0069204e-03  4.6015382e-04 -4.6138666e-03
  1.6042370e-03 -2.4915938e-03  2.7279879e-03  2.6957595e-03
  1.9244109e-03  3.0513275e-03 -2.1962631e-03 -1.4146211e-03
  6.1819875e-03  2.4549116e-03  5.7501835e-03  1.9329976e-03
  2.7040632e-03  2.2370371e-03  3.8598739e-03  3.0819790e-03]",positive
